no,code,name,district
902,8053,Xã Hạ Hòa,Tỉnh Phú Thọ
903,8071,Xã Đan Thượng,Tỉnh Phú Thọ
904,8113,Xã Yên Kỳ,Tỉnh Phú Thọ
905,8143,Xã Vĩnh Chân,Tỉnh Phú Thọ
906,8134,Xã Văn Lang,Tỉnh Phú Thọ
907,8110,Xã Hiền Lương,Tỉnh Phú Thọ
908,8341,Xã Cẩm Khê,Tỉnh Phú Thọ
909,8398,Xã Phú Khê,Tỉnh Phú Thọ
910,8416,Xã Hùng Việt,Tỉnh Phú Thọ
911,8431,Xã Đồng Lương,Tỉnh Phú Thọ
912,8344,Xã Tiên Lương,Tỉnh Phú Thọ
913,8380,Xã Vân Bán,Tỉnh Phú Thọ
914,8434,Xã Tam Nông,Tỉnh Phú Thọ
915,8479,Xã Thọ Văn,Tỉnh Phú Thọ
916,8461,Xã Vạn Xuân,Tỉnh Phú Thọ
917,8443,Xã Hiền Quan,Tỉnh Phú Thọ
918,8674,Xã Thanh Thuỷ,Tỉnh Phú Thọ
919,8662,Xã Đào Xá,Tỉnh Phú Thọ
920,8686,Xã Tu Vũ,Tỉnh Phú Thọ
921,8542,Xã Thanh Sơn,Tỉnh Phú Thọ
922,8584,Xã Võ Miếu,Tỉnh Phú Thọ
923,8611,Xã Văn Miếu,Tỉnh Phú Thọ
924,8614,Xã Cự Đồng,Tỉnh Phú Thọ
925,8632,Xã Hương Cần,Tỉnh Phú Thọ
926,8656,Xã Yên Sơn,Tỉnh Phú Thọ
927,8635,Xã Khả Cửu,Tỉnh Phú Thọ
928,8566,Xã Tân Sơn,Tỉnh Phú Thọ
929,8593,Xã Minh Đài,Tỉnh Phú Thọ
930,8560,Xã Lai Đồng,Tỉnh Phú Thọ
931,8545,Xã Thu Cúc,Tỉnh Phú Thọ
932,8590,Xã Xuân Đài,Tỉnh Phú Thọ
933,8620,Xã Long Cốc,Tỉnh Phú Thọ
934,8290,Xã Yên Lập,Tỉnh Phú Thọ
935,8323,Xã Thượng Long,Tỉnh Phú Thọ
936,8296,Xã Sơn Lương,Tỉnh Phú Thọ
937,8305,Xã Xuân Viên,Tỉnh Phú Thọ
938,8338,Xã Minh Hòa,Tỉnh Phú Thọ
939,8311,Xã Trung Sơn,Tỉnh Phú Thọ
940,8824,Xã Tam Sơn,Tỉnh Phú Thọ
941,8848,Xã Sông Lô,Tỉnh Phú Thọ
942,8782,Xã Hải Lựu,Tỉnh Phú Thọ
943,8773,Xã Yên Lãng,Tỉnh Phú Thọ
944,8761,Xã Lập Thạch,Tỉnh Phú Thọ
945,8842,Xã Tiên Lữ,Tỉnh Phú Thọ
946,8788,Xã Thái Hòa,Tỉnh Phú Thọ
947,8812,Xã Liên Hòa,Tỉnh Phú Thọ
948,8770,Xã Hợp Lý,Tỉnh Phú Thọ
949,8866,Xã Sơn Đông,Tỉnh Phú Thọ
950,8911,Xã Tam Đảo,Tỉnh Phú Thọ
951,8923,Xã Đại Đình,Tỉnh Phú Thọ
952,8914,Xã Đạo Trù,Tỉnh Phú Thọ
953,8869,Xã Tam Dương,Tỉnh Phú Thọ
954,8905,Xã Hội Thịnh,Tỉnh Phú Thọ
955,8896,Xã Hoàng An,Tỉnh Phú Thọ
956,8872,Xã Tam Dương Bắc,Tỉnh Phú Thọ
957,9076,Xã Vĩnh Tường,Tỉnh Phú Thọ
958,9112,Xã Thổ Tang,Tỉnh Phú Thọ
959,9100,Xã Vĩnh Hưng,Tỉnh Phú Thọ
960,9079,Xã Vĩnh An,Tỉnh Phú Thọ
961,9154,Xã Vĩnh Phú,Tỉnh Phú Thọ
962,9106,Xã Vĩnh Thành,Tỉnh Phú Thọ
963,9025,Xã Yên Lạc,Tỉnh Phú Thọ
964,9040,Xã Tề Lỗ,Tỉnh Phú Thọ
965,9064,Xã Liên Châu,Tỉnh Phú Thọ
966,9043,Xã Tam Hồng,Tỉnh Phú Thọ
967,9052,Xã Nguyệt Đức,Tỉnh Phú Thọ
968,8935,Xã Bình Nguyên,Tỉnh Phú Thọ
969,8971,Xã Xuân Lãng,Tỉnh Phú Thọ
970,8950,Xã Bình Xuyên,Tỉnh Phú Thọ
971,8944,Xã Bình Tuyền,Tỉnh Phú Thọ
972,8716,Phường Vĩnh Phúc,Tỉnh Phú Thọ
973,8707,Phường Vĩnh Yên,Tỉnh Phú Thọ
974,8740,Phường Phúc Yên,Tỉnh Phú Thọ
975,8749,Phường Xuân Hòa,Tỉnh Phú Thọ
976,5089,Xã Cao Phong,Tỉnh Phú Thọ
977,5116,Xã Mường Thàng,Tỉnh Phú Thọ
978,5098,Xã Thung Nai,Tỉnh Phú Thọ
979,4831,Xã Đà Bắc,Tỉnh Phú Thọ
980,4876,Xã Cao Sơn,Tỉnh Phú Thọ
981,4846,Xã Đức Nhàn,Tỉnh Phú Thọ
982,4873,Xã Quy Đức,Tỉnh Phú Thọ
983,4849,Xã Tân Pheo,Tỉnh Phú Thọ
984,4891,Xã Tiền Phong,Tỉnh Phú Thọ
985,4978,Xã Kim Bôi,Tỉnh Phú Thọ
986,5014,Xã Mường Động,Tỉnh Phú Thọ
987,5086,Xã Dũng Tiến,Tỉnh Phú Thọ
988,5068,Xã Hợp Kim,Tỉnh Phú Thọ
989,4990,Xã Nật Sơn,Tỉnh Phú Thọ
990,5266,Xã Lạc Sơn,Tỉnh Phú Thọ
991,5287,Xã Mường Vang,Tỉnh Phú Thọ
992,5347,Xã Đại Đồng,Tỉnh Phú Thọ
993,5329,Xã Ngọc Sơn,Tỉnh Phú Thọ
994,5290,Xã Nhân Nghĩa,Tỉnh Phú Thọ
995,5323,Xã Quyết Thắng,Tỉnh Phú Thọ
996,5293,Xã Thượng Cốc,Tỉnh Phú Thọ
997,5305,Xã Yên Phú,Tỉnh Phú Thọ
998,5392,Xã Lạc Thủy,Tỉnh Phú Thọ
999,5425,Xã An Bình,Tỉnh Phú Thọ
1000,5395,Xã An Nghĩa,Tỉnh Phú Thọ
1001,4924,Xã Lương Sơn,Tỉnh Phú Thọ
1002,5047,Xã Cao Dương,Tỉnh Phú Thọ
1003,4960,Xã Liên Sơn,Tỉnh Phú Thọ
1004,5200,Xã Mai Châu,Tỉnh Phú Thọ
1005,5245,Xã Bao La,Tỉnh Phú Thọ
1006,5251,Xã Mai Hạ,Tỉnh Phú Thọ
1007,5212,Xã Pà Cò,Tỉnh Phú Thọ
1008,5206,Xã Tân Mai,Tỉnh Phú Thọ
1009,5128,Xã Tân Lạc,Tỉnh Phú Thọ
1010,5158,Xã Mường Bi,Tỉnh Phú Thọ
1011,5134,Xã Mường Hoa,Tỉnh Phú Thọ
1012,5191,Xã Toàn Thắng,Tỉnh Phú Thọ
1013,5152,Xã Vân Sơn,Tỉnh Phú Thọ
1014,5353,Xã Yên Thủy,Tỉnh Phú Thọ
1015,5362,Xã Lạc Lương,Tỉnh Phú Thọ
1016,5386,Xã Yên Trị,Tỉnh Phú Thọ
1017,4897,Xã Thịnh Minh,Tỉnh Phú Thọ
1018,4795,Phường Hòa Bình,Tỉnh Phú Thọ
1019,4894,Phường Kỳ Sơn,Tỉnh Phú Thọ
1020,4792,Phường Tân Hòa,Tỉnh Phú Thọ
1021,4828,Phường Thống Nhất,Tỉnh Phú Thọ
,,THÀNH PHỐ HẢI PHÒNG,Thành phố Hải Phòng
1022,11560,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Thuỷ Nguyên,Thành phố Hải Phòng
1023,11557,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Thiên Hương,Thành phố Hải Phòng
1024,11533,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Hoà Bình,Thành phố Hải Phòng
1025,11542,BNV-01: NQ 872/NQ-UBTVQH ngày 10/01/2020 Phường Nam Triệu,Thành phố Hải Phòng
1026,11473,Phường Bạch Đằng,Thành phố Hải Phòng
1027,11488,Phường Lưu Kiếm,Thành phố Hải Phòng
1028,11506,BNV-01: NQ 872/NQ-UBTVQH ngày 10/01/2020 Phường Lê Ích Mộc,Thành phố Hải Phòng
1029,11311,Phường Hồng Bàng,Thành phố Hải Phòng
1030,11602,Phường Hồng An,Thành phố Hải Phòng
1031,11341,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Ngô Quyền,Thành phố Hải Phòng
1032,11359,BNV-01: NQ 872/NQ-UBTVQH ngày 10/01/2020 Phường Gia Viên,Thành phố Hải Phòng
1033,11383,Phường Lê Chân,Thành phố Hải Phòng
1034,11407,Phường An Biên,Thành phố Hải Phòng
1035,11413,Phường Hải An,Thành phố Hải Phòng
1036,11411,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Đông Hải,Thành phố Hải Phòng
1037,11443,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Kiến An,Thành phố Hải Phòng
1038,11446,Phường Phù Liễn,Thành phố Hải Phòng
1039,11737,Phường Nam Đồ Sơn,Thành phố Hải Phòng
1040,11455,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Đồ Sơn,Thành phố Hải Phòng
1041,11689,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Hưng Đạo,Thành phố Hải Phòng
1042,11692,Phường Dương Kinh,Thành phố Hải Phòng
1043,11581,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường An Dương,Thành phố Hải Phòng
1044,11617,Phường An Hải,Thành phố Hải Phòng
1045,11593,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường An Phong,Thành phố Hải Phòng
1046,11674,Xã An Hưng,Thành phố Hải Phòng
1047,11668,Xã An Khánh,Thành phố Hải Phòng
1048,11647,Xã An Quang,Thành phố Hải Phòng
1049,11635,Xã An Trường,Thành phố Hải Phòng
1050,11629,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã An Lão,Thành phố Hải Phòng
1051,11680,Xã Kiến Thụy,Thành phố Hải Phòng
1052,11725,Xã Kiến Minh,Thành phố Hải Phòng
1053,11749,Xã Kiến Hải,Thành phố Hải Phòng
1054,11728,Xã Kiến Hưng,Thành phố Hải Phòng
1055,11713,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Nghi Dương,Thành phố Hải Phòng
1056,11761,Xã Quyết Thắng,Thành phố Hải Phòng
1057,11755,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Tiên Lãng,Thành phố Hải Phòng
1058,11779,Xã Tân Minh,Thành phố Hải Phòng
1059,11791,Xã Tiên Minh,Thành phố Hải Phòng
1060,11806,Xã Chấn Hưng,Thành phố Hải Phòng
1061,11809,Xã Hùng Thắng,Thành phố Hải Phòng
1062,11824,Xã Vĩnh Bảo,Thành phố Hải Phòng
1063,11911,BNV-01: NQ 872/NQ-UBTVQH ngày 10/01/2020 Xã Nguyễn Bỉnh Khiêm,Thành phố Hải Phòng
1064,11887,Xã Vĩnh Am,Thành phố Hải Phòng
1065,11875,Xã Vĩnh Hải,Thành phố Hải Phòng
1066,11848,Xã Vĩnh Hòa,Thành phố Hải Phòng
1067,11836,Xã Vĩnh Thịnh,Thành phố Hải Phòng
1068,11842,Xã Vĩnh Thuận,Thành phố Hải Phòng
1069,11503,Xã Việt Khê,Thành phố Hải Phòng
1070,11914,Đặc khu Cát Hải,Thành phố Hải Phòng
1071,11948,Đặc khu Bạch Long Vĩ,Thành phố Hải Phòng
1072,10525,Phường Hải Dương,Thành phố Hải Phòng
1073,10532,Phường Lê Thanh Nghị,Thành phố Hải Phòng
1074,10543,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Việt Hòa,Thành phố Hải Phòng
1075,10510,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Thành Đông,Thành phố Hải Phòng
1076,10672,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Nam Đồng,Thành phố Hải Phòng
1077,10537,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Tân Hưng,Thành phố Hải Phòng
1078,11002,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Thạch Khôi,Thành phố Hải Phòng
1079,10540,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Tứ Minh,Thành phố Hải Phòng
1080,10660,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Ái Quốc,Thành phố Hải Phòng
1081,10549,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Chu Văn An,Thành phố Hải Phòng
1082,10546,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Chí Linh,Thành phố Hải Phòng
1083,10570,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Trần Hưng Đạo,Thành phố Hải Phòng
1084,10552,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Nguyễn Trãi,Thành phố Hải Phòng
1085,10573,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Trần Nhân Tông,Thành phố Hải Phòng
1086,10603,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Lê Đại Hành,Thành phố Hải Phòng
1087,10675,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Kinh Môn,Thành phố Hải Phòng
1088,10744,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Nguyễn Đại Năng,Thành phố Hải Phòng
1089,10729,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Trần Liễu,Thành phố Hải Phòng
1090,10678,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Bắc An Phụ,Thành phố Hải Phòng
1091,10726,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Phạm Sư Mạnh,Thành phố Hải Phòng
1092,10714,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Phường Nhị Chiểu,Thành phố Hải Phòng
1093,10705,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Nam An Phụ,Thành phố Hải Phòng
1094,10606,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Nam Sách,Thành phố Hải Phòng
1095,10642,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Thái Tân,Thành phố Hải Phòng
1096,10615,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Hợp Tiến,Thành phố Hải Phòng
1097,10633,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Trần Phú,Thành phố Hải Phòng
1098,10645,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã An Phú,Thành phố Hải Phòng
1099,10813,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Thanh Hà,Thành phố Hải Phòng
1100,10846,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Hà Tây,Thành phố Hải Phòng
1101,10816,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Hà Bắc,Thành phố Hải Phòng
1102,10843,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Hà Nam,Thành phố Hải Phòng
1103,10882,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Hà Đông,Thành phố Hải Phòng
1104,10888,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Cẩm Giang,Thành phố Hải Phòng
1105,10909,Xã Tuệ Tĩnh,Thành phố Hải Phòng
1106,10930,Xã Mao Điền,Thành phố Hải Phòng
1107,10903,Xã Cẩm Giàng,Thành phố Hải Phòng
1108,10945,Xã Kẻ Sặt,Thành phố Hải Phòng
1109,10966,Xã Bình Giang,Thành phố Hải Phòng
1110,10972,Xã Đường An,Thành phố Hải Phòng
1111,10993,Xã Thượng Hồng,Thành phố Hải Phòng
1112,10999,Xã Gia Lộc,Thành phố Hải Phòng
1113,11020,Xã Yết Kiêu,Thành phố Hải Phòng
1114,11050,Xã Gia Phúc,Thành phố Hải Phòng
1115,11065,Xã Trường Tân,Thành phố Hải Phòng
1116,11074,Xã Tứ Kỳ,Thành phố Hải Phòng
1117,11113,Xã Tân Kỳ,Thành phố Hải Phòng
1118,11086,Xã Đại Sơn,Thành phố Hải Phòng
1119,11131,Xã Chí Minh,Thành phố Hải Phòng
1120,11140,Xã Lạc Phượng,Thành phố Hải Phòng
1121,11146,Xã Nguyên Giáp,Thành phố Hải Phòng
1122,11203,Xã Ninh Giang,Thành phố Hải Phòng
1123,11164,Xã Vĩnh Lại,Thành phố Hải Phòng
1124,11224,Xã Khúc Thừa Dụ,Thành phố Hải Phòng
1125,11167,Xã Tân An,Thành phố Hải Phòng
1126,11218,Xã Hồng Châu,Thành phố Hải Phòng
1127,11239,Xã Thanh Miện,Thành phố Hải Phòng
1128,11254,Xã Bắc Thanh Miện,Thành phố Hải Phòng
1129,11257,Dell: NQ số 1232/NQ-UBTVQH15 ngày 24/10/2024 Xã Hải Hưng,Thành phố Hải Phòng
1130,11242,Xã Nguyễn Lương Bằng,Thành phố Hải Phòng
1131,11284,Xã Nam Thanh Miện,Thành phố Hải Phòng
1132,10750,Xã Phú Thái,Thành phố Hải Phòng
1133,10756,Xã Lai Khê,Thành phố Hải Phòng
1134,10777,Xã An Thành,Thành phố Hải Phòng
1135,10804,Xã Kim Thành,Thành phố Hải Phòng
,,TỈNH HƯNG YÊN,Tỉnh Hưng Yên
1136,11953,Phường Phố Hiến,Tỉnh Hưng Yên
1137,11983,Phường Sơn Nam,Tỉnh Hưng Yên
1138,11980,Phường Hồng Châu,Tỉnh Hưng Yên
1139,12103,Phường Mỹ Hào,Tỉnh Hưng Yên
1140,12133,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Phường Đường Hào,Tỉnh Hưng Yên
1141,12127,Phường Thượng Hồng,Tỉnh Hưng Yên
1142,11977,Xã Tân Hưng,Tỉnh Hưng Yên
1143,12337,Xã Hoàng Hoa Thám,Tỉnh Hưng Yên
1144,12364,Xã Tiên Lữ,Tỉnh Hưng Yên
1145,12361,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Tiên Hoa,Tỉnh Hưng Yên
1146,12391,Xã Quang Hưng,Tỉnh Hưng Yên
1147,12406,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Đoàn Đào,Tỉnh Hưng Yên
1148,12424,Xã Tiên Tiến,Tỉnh Hưng Yên
1149,12427,Xã Tống Trân,Tỉnh Hưng Yên
1150,12280,Xã Lương Bằng,Tỉnh Hưng Yên
1151,12286,Xã Nghĩa Dân,Tỉnh Hưng Yên
1152,12322,Xã Hiệp Cường,Tỉnh Hưng Yên
1153,12313,Xã Đức Hợp,Tỉnh Hưng Yên
1154,12142,Xã Ân Thi,Tỉnh Hưng Yên
1155,12166,Xã Xuân Trúc,Tỉnh Hưng Yên
1156,12148,Xã Phạm Ngũ Lão,Tỉnh Hưng Yên
1157,12184,Xã Nguyễn Trãi,Tỉnh Hưng Yên
1158,12196,Xã Hồng Quang,Tỉnh Hưng Yên
1159,12205,Xã Khoái Châu,Tỉnh Hưng Yên
1160,12220,Xã Triệu Việt Vương,Tỉnh Hưng Yên
1161,12238,Xã Việt Tiến,Tỉnh Hưng Yên
1162,12271,Xã Chí Minh,Tỉnh Hưng Yên
1163,12247,Xã Châu Ninh,Tỉnh Hưng Yên
1164,12052,Xã Yên Mỹ,Tỉnh Hưng Yên
1165,12091,Xã Việt Yên,Tỉnh Hưng Yên
1166,12070,Xã Hoàn Long,Tỉnh Hưng Yên
1167,12064,Xã Nguyễn Văn Linh,Tỉnh Hưng Yên
1168,11986,Xã Như Quỳnh,Tỉnh Hưng Yên
1169,11992,Xã Lạc Đạo,Tỉnh Hưng Yên
1170,11995,Xã Đại Đồng,Tỉnh Hưng Yên
1171,12031,Xã Nghĩa Trụ,Tỉnh Hưng Yên
1172,12025,Xã Phụng Công,Tỉnh Hưng Yên
1173,12019,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Văn Giang,Tỉnh Hưng Yên
1174,12049,Xã Mễ Sở,Tỉnh Hưng Yên
1175,13225,Phường Thái Bình,Tỉnh Hưng Yên
1176,12454,Phường Trần Lãm,Tỉnh Hưng Yên
1177,12452,Phường Trần Hưng Đạo,Tỉnh Hưng Yên
1178,12817,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Phường Trà Lý,Tỉnh Hưng Yên
1179,12466,Phường Vũ Phúc,Tỉnh Hưng Yên
1180,12826,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Thái Thụy,Tỉnh Hưng Yên
1181,12862,Xã Đông Thụy Anh,Tỉnh Hưng Yên
1182,12859,Xã Bắc Thụy Anh,Tỉnh Hưng Yên
1183,12865,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Thụy Anh,Tỉnh Hưng Yên
1184,12904,Xã Nam Thụy Anh,Tỉnh Hưng Yên
1185,12841,Home: NQ 656/NQ-UBTVQH14 ngày 13/3/2019 Xã Bắc Thái Ninh,Tỉnh Hưng Yên
1186,12922,Home: NQ 656/NQ-UBTVQH14 ngày 13/3/2019 Xã Thái Ninh,Tỉnh Hưng Yên
1187,12943,Home: NQ 656/NQ-UBTVQH14 ngày 13/3/2019 Xã Đông Thái Ninh,Tỉnh Hưng Yên
1188,12961,Home: NQ 656/NQ-UBTVQH14 ngày 13/3/2019 Xã Nam Thái Ninh,Tỉnh Hưng Yên
1189,12919,Home: NQ 656/NQ-UBTVQH14 ngày 13/3/2019 Xã Tây Thái Ninh,Tỉnh Hưng Yên
1190,12850,Home: NQ 656/NQ-UBTVQH14 ngày 13/3/2019 Xã Tây Thụy Anh,Tỉnh Hưng Yên
1191,12970,Home: NQ 656/NQ-UBTVQH14 ngày 13/3/2019 Xã Tiền Hải,Tỉnh Hưng Yên
1192,13039,Xã Tây Tiền Hải,Tỉnh Hưng Yên
1193,13021,Xã Ái Quốc,Tỉnh Hưng Yên
1194,13003,Xã Đồng Châu,Tỉnh Hưng Yên
1195,12988,Xã Đông Tiền Hải,Tỉnh Hưng Yên
1196,13057,Xã Nam Cường,Tỉnh Hưng Yên
1197,13066,Xã Hưng Phú,Tỉnh Hưng Yên
1198,13063,Xã Nam Tiền Hải,Tỉnh Hưng Yên
1199,12472,Xã Quỳnh Phụ,Tỉnh Hưng Yên
1200,12511,Xã Minh Thọ,Tỉnh Hưng Yên
1201,12532,Xã Nguyễn Du,Tỉnh Hưng Yên
1202,12577,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Quỳnh An,Tỉnh Hưng Yên
1203,12517,Xã Ngọc Lâm,Tỉnh Hưng Yên
1204,12526,Xã Đồng Bằng,Tỉnh Hưng Yên
1205,12499,Xã A Sào,Tỉnh Hưng Yên
1206,12523,Xã Phụ Dực,Tỉnh Hưng Yên
1207,12478,Xã Tân Tiến,Tỉnh Hưng Yên
1208,12586,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Hưng Hà,Tỉnh Hưng Yên
1209,12634,Xã Tiên La,Tỉnh Hưng Yên
1210,12676,Xã Lê Quý Đôn,Tỉnh Hưng Yên
1211,12685,Xã Hồng Minh,Tỉnh Hưng Yên
1212,12631,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Thần Khê,Tỉnh Hưng Yên
1213,12619,Xã Diên Hà,Tỉnh Hưng Yên
1214,12595,Xã Ngự Thiên,Tỉnh Hưng Yên
1215,12613,Xã Long Hưng,Tỉnh Hưng Yên
1216,12688,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Đông Hưng,Tỉnh Hưng Yên
1217,12700,Xã Bắc Tiên Hưng,Tỉnh Hưng Yên
1218,12736,Xã Đông Tiên Hưng,Tỉnh Hưng Yên
1219,12775,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Nam Đông Hưng,Tỉnh Hưng Yên
1220,12745,Xã Bắc Đông Quan,Tỉnh Hưng Yên
1221,12694,Xã Bắc Đông Hưng,Tỉnh Hưng Yên
1222,12793,Xã Đông Quan,Tỉnh Hưng Yên
1223,12763,Xã Nam Tiên Hưng,Tỉnh Hưng Yên
1224,12754,Xã Tiên Hưng,Tỉnh Hưng Yên
1225,13120,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Lê Lợi,Tỉnh Hưng Yên
1226,13075,Xã Kiến Xương,Tỉnh Hưng Yên
1227,13132,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Quang Lịch,Tỉnh Hưng Yên
1228,13141,Xã Vũ Quý,Tỉnh Hưng Yên
1229,13183,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Bình Thanh,Tỉnh Hưng Yên
1230,13186,Xã Bình Định,Tỉnh Hưng Yên
1231,13159,Xã Hồng Vũ,Tỉnh Hưng Yên
1232,13096,Xã Bình Nguyên,Tỉnh Hưng Yên
1233,13093,Xã Trà Giang,Tỉnh Hưng Yên
1234,13192,Xã Vũ Thư,Tỉnh Hưng Yên
1235,13222,Xã Thư Trì,Tỉnh Hưng Yên
1236,13246,Xã Tân Thuận,Tỉnh Hưng Yên
1237,13264,Xã Thư Vũ,Tỉnh Hưng Yên
1238,13279,Dell: NQ số 1248/NQ-UBTVQH15 ngày 24/10/2024 Xã Vũ Tiên,Tỉnh Hưng Yên
1239,13219,Xã Vạn Xuân,Tỉnh Hưng Yên
,,TỈNH NINH BÌNH,Tỉnh Ninh Bình
1240,14464,Xã Gia Viễn,Tỉnh Ninh Bình
1241,14500,Xã Đại Hoàng,Tỉnh Ninh Bình
1242,14482,Xã Gia Hưng,Tỉnh Ninh Bình
1243,14524,Xã Gia Phong,Tỉnh Ninh Bình
1244,14488,Xã Gia Vân,Tỉnh Ninh Bình
1245,14494,Xã Gia Trấn,Tỉnh Ninh Bình
1246,14428,Xã Nho Quan,Tỉnh Ninh Bình
1247,14389,Xã Gia Lâm,Tỉnh Ninh Bình
1248,14401,Xã Gia Tường,Tỉnh Ninh Bình
1249,14407,Xã Phú Sơn,Tỉnh Ninh Bình
1250,14404,Xã Cúc Phương,Tỉnh Ninh Bình
1251,14458,Xã Phú Long,Tỉnh Ninh Bình
1252,14434,Xã Thanh Sơn,Tỉnh Ninh Bình
1253,14452,Xã Quỳnh Lưu,Tỉnh Ninh Bình
1254,14560,Xã Yên Khánh,Tỉnh Ninh Bình
1255,14611,Xã Khánh Nhạc,Tỉnh Ninh Bình
1256,14563,Xã Khánh Thiện,Tỉnh Ninh Bình
1257,14599,Xã Khánh Hội,Tỉnh Ninh Bình
1258,14608,Xã Khánh Trung,Tỉnh Ninh Bình
1259,14701,Xã Yên Mô,Tỉnh Ninh Bình
1260,14728,Xã Yên Từ,Tỉnh Ninh Bình
1261,14743,Xã Yên Mạc,Tỉnh Ninh Bình
1262,14746,Xã Đồng Thái,Tỉnh Ninh Bình
1263,14653,Xã Chất Bình,Tỉnh Ninh Bình
1264,14638,Xã Kim Sơn,Tỉnh Ninh Bình
1265,14647,Xã Quang Thiện,Tỉnh Ninh Bình
1266,14620,Xã Phát Diệm,Tỉnh Ninh Bình
1267,14674,Xã Lai Thành,Tỉnh Ninh Bình
1268,14677,Xã Định Hóa,Tỉnh Ninh Bình
1269,14623,Xã Bình Minh,Tỉnh Ninh Bình
1270,14698,Xã Kim Đông,Tỉnh Ninh Bình
